comment,channel,video_url,comment_en,sentiment
तथ्य र प्रमाण बिनाको अभिव्यक्तिलाई गलत नै अभिव्यक्ति हो भन्न चाहिँ खुलेर कुरा राख्न सक्नु पर्छ है IDS Media Network का मित्रहरू; चाहे त्यो अभिव्यक्ति भूलवश वा सुनियोजित ढङ्गले कुनै पनि व्यक्ति अथवा देशको लोकप्रिय नेता-प्रधानमन्त्री कै मुखारविन्दु बाट नै किन न निक्लिएको होस् एउटा साँचो राष्ट्रप्रेमी नेपाली जनताले सदैव यस्तो राष्ट्रिय हितलाई आघात पुर्‍याउने भनाई र अभिव्यक्ति विरुद्ध प्रश्न गर्न सक्ने मुटु राख्नु आवश्यक छ नत्र भारतका अन्धभक्त गोदी मिडिया र नेपाली मिडियामा केही भिन्नता रहने छैन।🙏,IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,"Friends of IDS Media Network, you should be able to openly say that an expression without facts and evidence is a wrong expression. Regardless of whether the expression is mistakenly or purposefully issued by any person or the mouthpiece of the country's popular leader-Prime Minister, a true patriot of Nepali people must always have a heart to question such statements and expressions that hurt the national interest, otherwise there will be no difference between India's blind Godi media and Nepali media.🙏",neutral
I didn't find any mistake on Balen statement. He said Nepal le pani india ko jamin micheko raixa yeslai yesari bujam if voli gayerw india le nepal le ka jamin micheko xa vanerw khojdai ayo re tesma kolai faida ?answer:nepal lai.coz kai pani proof xaina nepal le india ko jamin micheko vanera ultai nepal lai faida xa kalapani lipulekh hamrai jamin ho vanne ta proof xa ni hami snga haina?plus i have a feeling ur congress supporter?,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,I didn't find any mistake on Balen statement. He said Nepal le pani india ko jamin micheko raixa yeslai yesari bujam if voli gayerw india le nepal le ka jamin micheko xa vanerw khojdai ayo re tesma kolai faida ?answer:nepal lai.coz kai pani proof xaina nepal le india ko jamin micheko vanera ultai nepal lai faida xa kalapani lipulekh hamrai jamin ho vanne ta proof xa ni hami snga haina?plus i have a feeling ur congress supporter?,positive
"Hora balenko jholeyy, rspko geda chatney patrakarrr",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"hora balenko jholeyy, rspko geda chatney patrakarrr",negative
Tanak dahal vrasta vadkaune ek sabda Bolna jaruri thiena Ali buddhi vaera Pani saskar ramro chaina. Timile dieko matra prman an balen le dieko prman bethik   nee thik Ali nepali ko havi bata afno sabda charna gari murkha vrasta Janata vaeko desh ma kasari bolne Ali alert hune ki Sirf popularity matra nasocne ki??,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,Tanak dahal vrasta vadkaune ek sabda Bolna jaruri thiena Ali buddhi vaera Pani saskar ramro chaina. Timile dieko matra prman an balen le dieko prman bethik nee thik Ali nepali ko havi bata afno sabda charna gari murkha vrasta Janata vaeko desh ma kasari bolne Ali alert hune ki Sirf popularity matra nasocne ki??,positive
Andha bhakta lai jay hos😂😂😂,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Blind devotee brought jay hos,negative
"प्रतिपक्षीलाई आफ्नै ज्यानको माया छैन कि के?
घण्टीमा भोट हाल्ने सबै नेपाली सडकमा आउनुपर्‍यो भने देखाइदिन्छौँ—एआई एल्गोरिदम के हो, जनता के हो।
हर्के र एमालेलाई यहीँबाट चेतावनी दिन्छु।",News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,"Does the opponent not love his own life?
If all the Nepalis who cast their votes in the bell come to the streets, we will show them what the AI ​​algorithm is, what the people are.
Here is a warning to Harke and UML.",positive
हाेइन राजेन्द्र  दाजु हामिले जितेछु भने के गल्ती  भया त । केनेपालि परतन्त्रहुनु पर्ने हाेल।,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"No, brother Rajendra, if we won, what went wrong? Kanepali should be independent.",neutral
Chaca main Hindu Huan Ghar chale Jao  buda pa main  aaram karo,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,Chaca main Hindu Huan Ghar chale jao buda pa main aaram karo,neutral
प्र धान मन्त्री  बालेन्द् साहा काे असभाबिक र गयरजिम्मे बारि अभिबेक्ति,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Prime Minister Balend Saha's statement regarding non-attendance and irresponsibility,negative
Haha machikney bahun asti samma tw bolinas vanisa tw jailey hamro michyo matra bhanis ani ailey balen le j vanda ni support gardai aauxas alik sajak patrakarita gar,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Haha machikney bahun asti samma tw bolinas vanisa tw jailey hamro michyo matra bhanis ani ailey balen le j vanda ni support gardai aauxas alik sajak patrakarita gar,negative
यो चोर घन्टे हरु छोटो समाप्त पार्न अवस्यक छ नत्र देश निश्चित सकिन्छ,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,It is necessary to put an end to these thief hours or the country will be fixed,negative
Balen sah Said correct nepal also encroached some area of india,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Balen sah Said correct nepal also encroached some area of india,positive
"Strange - he is somehow proving that he has Madhese ancestors.  He should know that India got whole for free from British - it also has roots of Mahatma Gandhi's loin cloth, however, India is big and doing well.",KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,"Strange - he is somehow proving that he has Madhese ancestors.  He should know that India got whole for free from British - it also has roots of Mahatma Gandhi's loin cloth, however, India is big and doing well.",negative
@ka3n Don't support the government with blind fate.,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,@ka3n Don't support the government with blind fate.,negative
Yo neta 4 jana nai laj saram pachauneheru hun,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,Yo Neta 4 Jana Nai Laj Saram Pachauneheru Hun,neutral
"""राजा विरेन्द्रको बंश विनाशको २५ औं जेष्ठ १९!
दरबार हान्ने गिरोह देखि देश हान्ने बालेनसम्म !

मदन भण्डारीलाई मारेर त्रिशुलीमा बगाउने, 
राजा विरेन्द्रको बंश हान्ने, प्रचण्ड-बाबुरामलाई 'युद्धका महानायक' बनाएर नेपाल भाँड्ने, 
सिंहदरबारमा आगो लगाउने र बालेन साहलाई नेपालको क्षेत्रीय अखण्डतामाथी हमला गर्न लगाउने देशी/विदेशी शक्ति केन्द्रहरु एउटै हुन्।

यिनीहरुको खतरनाक नेपाल विरोधी मिशन अझै सकिएको छैन।
 क्रमैसंग, अर्थतन्त्रको हत्या, व्यक्ती हत्या हुँदै नेपालको अखण्डताको हत्यासम्म आईपुगेका यी छद्मभेषी हत्याराहरु एउटै रणनीतिका फरक फरक मोहरा मात्र हुन्। 
     आज नारायणहिटी नरसंहार ,दरबार हत्याकाण्डको दिन हो। आजसम्मका अनुभवहरुलाई साक्षी राखेर नेपालीहरुले इतिहासबाट गतिलो पाठ सिकुन्। ""
       Bharat Dahal.
   ""अन्त्यमा ,      
आफ्नोदेश ,धर्म ,धर्मसंहिता ,स्वाभिमान ,स्वतन्त्रता ,
स्वाधीनता , सार्वभौमिकता ,सार्वभौमसत्ता रास्ट्र अखण्डता बचाउन लागिपरेका सम्पुर्ण देशभक्त नेपाली हरुको जो शृङ्खलाबद्ध हत्याकाण्ड ... देशीविदेशी प्रतिक्रियावादी अन्तर्राष्ट्रिय आतंकबाद बाट हत्याहिंसा दमन मा परी जिउँ_ज्यान गुमाउनु  हुने सम्पुर्ण देशभक्त नेपाली जनमा भावपुर्ण हार्दिक श्रद्धाञ्जली !! ""
        Ramchandra Khadka.",KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,"""The 25th elder 19 of King Virendra's dynasty destruction!
From the palace-attacking gang to the country-attacking Balen!

Madan Bhandari was killed and washed away in Trishuli, 
Destroying the dynasty of King Virendra, dividing Nepal by making Prachanda-Baburam 'the great hero of the war', 
It is the same domestic/foreign power centers that set the Singhdarbar on fire and Balen Shah to attack the territorial integrity of Nepal.

Their dangerous anti-Nepal mission is not over yet.
 Gradually, these disguises have reached the point of murdering the economy, murdering individuals and killing the integrity of Nepal.",negative
Milnu parxa ani thik hunxa jasto lagxa malai,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Milnu parxa ani thik hunxa jasto lagxa malai,neutral
"Balen ko supporter ho भन्दैमा गलत कुरालाई पनि सही भन्नुभएन नि गलतलाई गलत भन्न सक्नुपर्यो ।
प्रधानमन्त्री जस्तो व्यक्तिले सीमा, राष्ट्रियता र सार्वभौमिकताजस्ता संवेदनशील विषयमा बोल्दा तथ्य, प्रमाण र स्पष्ट सन्दर्भसहित बोल्नु पर्‍यो। प्रधानमन्त्रीको हरेक शब्दले देशको प्रतिनिधित्व गर्छ। झोले बन्नुभएन के guys ho",IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,"By saying Balen ko supporter ho, you didn't say the wrong thing right, you should have been able to say the wrong thing wrong.
When a person like the Prime Minister speaks on sensitive issues like borders, nationality and sovereignty, he has to speak with facts, evidence and clear context. Every word of the Prime Minister represents the country. You guys didn't become a bag",negative
"Sir ani balen sir le rostam bata yesto abhibekti dida kasto asar parcha tyo no vandinus , aile.india ma headline vako cha india ko jamin nepal le micheko cha vanera yesko k asar parcha tyo no vandinus",TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,"Sir ani Balen sir le rostam bata yesto abhibekti dida kaso asar parcha tyo no vandinus, aile.india ma headline vako cha india ko jamin nepal le micheko cha vanera yesko k asar parcha tyo no vandinus",negative
Balen's lamo chai afraid,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Balen's lamo chai afraid,neutral
Kaam napayeka  MP harule Nimkanta pandey ko report bujhau.,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Why did MP Harule Nimkanta Pandey report?,neutral
India is third party not Britain.,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,India is third party not Britain.,negative
"तर जानी जानी यश अघि दुई चार वटा अगाडि शब्द किन काटेकाे, अर्थकाे अनर्थ बनाउँदा भियूज आउँछ । एक दिन भियूज चक्करमा चक्कर खाने दिन तिम्राे पनि आँनेछ । Law of science",IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,"But knowingly, why did you cut two or four words before Yash, when you make a mess of meaning, views come. One day your day will come when you will be dizzy with views. Law of science",neutral
Oooho balrnjile halk linuvkoxin ramro kur x jo boldaixu timihrulai deshko chintxin balenlai x deshko chint,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Oooho balrnjile halk linuvkoxin ramro kur x jo boldaixu timihrulai deshko chintxin balenlai x deshko chint,positive
सिमाना जस्तो समेधनशील सम्बन्धित त्यो अविव्यति प्रधानमन्त्री बालेनको कमजोरी र गल्ती हो।,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,It is a weakness and a mistake of Prime Minister Balen that is related to as restrictive as the border.,negative
देस काे प्रधानमन्त्री भयर यस्ताे नामर्द कुरा गर्न मिल्छ र जब कि अहिले सम्म भारत ले पनि भनेकाे छैन,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,"Being the Prime Minister of the country, you can say such a stupid thing and till now even India has not said it",negative
मुल प्रश्न चै छुट्यो । माहाकाली संधि गर्दा काली नदी ( माहाकाली नदी ) को उदगम् बिन्दु नतोकिदा भारतले खेल्न पाएको छ । धेरै पुर्व आएर नक्कली काली नदी खडा गरेका छन् ।,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"The main question is missed. At the time of the Mahakali Treaty, India got to play without specifying the source of the Kali River (Mahakali River). Many people have come to the east and built a fake black river.",neutral
विद्रोहको नाममा आफ्नै देश जलाउने खरानीलाई के देशको माया!यति अन्धभक्त दास त पहिलेका कार्यकर्ता पनि थिएनन् कमसेकम आफ्नै सरकारले गलत गर्दा भातृ संगठनले विरोध गर्थे त्यसैले यस्ता संगठन खारेज  गर्न खोजेको रैछ ताकि आफ्नो राज चलाउन सहज होस् तर मुठ्ठीभर अन्धभक्तले केही गर्न सक्दैनन्।,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,"What is the love of the country for the ashes that burn their own country in the name of rebellion! Such blind devotees were not even activists before, at least when their own government did wrong, the brotherly organizations opposed it, so they are trying to abolish such organizations so that it is easy to run their rule, but a handful of blind devotees cannot do anything.",negative
डण्ठेको ज्याजती भो,SagarmathaTV,https://www.youtube.com/watch?v=5S-KM7o_DRk,The stalk was cut,negative
balen sir ahile susta ma chai sena chai pathae dinu bharatiya ssb le dukha di raheko xa,TVTodayHD,https://www.youtube.com/watch?v=QZy_b9XNFfo,"Balen sir, while I am lazy, I am always on the path of Bharatiya SSB, I am saddened by this.",negative
"अव कुनै दिन भारतीय सरकारको निर्णय यो आउँने छ कि नेपालले भारतको कालापानी,लिपूलेक र लिम्पियाधुरा समेत मिचि नक्सामा समेटेकोले त्यो तुरून्त नक्सा बाट हटाउँनु पर्छ भन्यो भने के हुन्छ ???
      त्यसैले भात खाको मुखले बोलेको कि ....खाको मुखले बोलेको PM Balen ?
              नेपाली पक्ष्यले कुनै पनि हालतमा भारतीय भूमि मिच्नै सक्दैनन् किनकी भारतले अर्ध सैन्य बल पूर्ण रूपमा परिचालन गरेको र दशगजा बाट जंगे पिल्लर सारेको सयौं उदाहरणहरू भएको स्थानीय पिडा बोधका साथ बताई रहेका छन् ।🇳🇵😭🤪😜😝🥱😎🫣",Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"What if one day the Indian government decides that Nepal has included India's Kalapani, Lipoolek and Limpiyadhura in the Michi map, so it should be removed from the map immediately???
      So did PM Balen speak with the mouth of the rice eater or ....the mouth of the eater?
              Nepali birds can't cross Indian land under any circumstances because India has fully mobilized paramilitary force and hundreds of examples of moving Jange pillar from Dasgaja are being told with the pain of the locals.🇳🇵😭🤪😜😝🥱😎🫣",negative
Andbhakt 🤡,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,Andbhakt 🤡,negative
भारतीय  बिशेसीया  परभकत आगल जीयू ले नेपाको भुमी लुटन पाएप छी दोसरो  बोस भाईदैन र तेसरो नाम नराख दुलो चटनु चानपॅला नेपीले नेपाल बेचेर सकियो एहहीहो  पुराना ले लुटर खाए भननेर घर जलाऊने  ले  अब छोडने छईनै,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"Indian bishesiya, devotee, agal jiu le nepako bhoomi lootan paep chhi dosro boss bhaidain r tesro naam narak dulo chatnu chanpala napile nepal bechar sakiyo ohhiho le looter khaye bhanner ghar jaauna le le now leave chhainai",negative
यस्तै जनता ले गर्दा नेपाल गरिब भएको 😢😢😢😢,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Nepal has become poor because of such people 😢😢😢😢,negative
छैन भारत ले नेपाल को जमिन मिचेको बरु भारत को जमिन हरपे को रहेछ । छितो फिर्ता दिनु पर्यो  गडवाल र सिक्किम दार्जिङ त दियिउ हामी ले अब कालापानी पनि आखै अगाडि खायो अझै पनि सिमा मिचेको छैन रे  भारत सङ डरायर कत्तु भित्र पस नेपाली हो हाम्रो भुमी फिर्ता चाहियो लिनु पर्छ यो डर्पोक भारत ले अंग्रेज़  सङ मिलेर हाम्रो जमिन लुत्यो अझै चुप लाग्ने हो?  नदि नाला हिमाल सबै भारत मा पारिसको अब बास अब तपाईं हाम्रा घर जग्गा लिन बाकी छ,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,"No India destroyed Nepal's land, but who lost India's land. Gadwal and Sikkim Darjeeling should be given back soon. We have now taken Kalapani too far, but the border has not been crossed yet. Do you want to come in with India? Nepali people want our land back.  Nadi, Nala, Himal, Parish, all over India, now you have to take our real estate",negative
अझै पनि नयाँ सरकारले पुरानै सरकार मोह अंगाले। दुर्भाग्य भडूवा औलाद कुर्सी जोगाउने निर्भर।,BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"Still, the new government embraced the old government. Bad luck depends on protecting the offspring of the chair.",negative
"Balen le j bolnu vayo ekdam thik , sahi bolnu vako xa. Nepal ra india ko border ma kunai fencing, boundry wall ra sabai thau ma force pani xaina yo.",Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,"If you want to speak, then you should speak correctly. There is kunai fencing on the border between Nepal and India, and you have forced water on the boundary wall.",positive
Nepali le Aama KO Maya gardaina paisa paryo dharam chhorchha tes laj ghin saram chhaina tyo jamayeko hoina bata ma bhayeko chhoro banchha,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,Nepali le Aama KO Maya gardaina paisa paryo dharam chhorchha tes laj ghin saram chhaina tyo jamayeko hoina bata ma bhayeko chhoro banchha,neutral
बालेन सरकार हाे याे बुझ्नुभयाे पहिलाकाे काङ्रेस ऐमाले माओबादि काे सरकार हाेईन 👃🙏🙏,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Balen government is not the previous Congress Aimale Maoist government 👃🙏🙏,positive
China le gareko xa ki xaina sir  encroachment,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,China le gareko xa xaina sir encroachment,neutral
"रास्वापा ले महाकाली ,कालापानी, लिम्पिया धुरा बेचे को भए  ई पूराना पार्टीले प्रश्न सोध्नु त  परै जावस्  पिट्नु कुट्नु  तिर जसिलाग्थे त्यसै त टेबल उचाल्छन् अनि र आई ले बनाएको भनेर उल्लु बनाउनु खोज्छन्",Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"If Raswapa sold Mahakali, Kalapani, Limpiya Dhura, the Purana party would not ask questions, but they would go on beating, they would raise the table and try to make an owl that they had made it.",positive
Ho yr akchoti feri yo bisayama clear bolnu parcha balen,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Ho yr akchoti feri or bisayama clear bolnu parka balen,negative
Ye nepal wale bharat se kyo ladte hai jab bharat nepal ki hamesha help karta hai jaye bhukamp aye ya arthik madad . Chaina ke se kyo nahi Ladte chaina ne to tumhare gao ke gao. Kabzaye the . Kyoki bharat apne padosio ke liye soft hai agar bharat chaina jaisa akramak ban jaye to in chhote chhote chhote desh ki himmat bhi nhi hogi india ko akh dikhane. Ki,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Why do these Nepalese blame India when India always helps Nepal in case of earthquake or economic help. Because of the chain, why don't the boys sing your songs? Capture the. Because India is soft towards its neighbors, if India becomes aggressive like China, then this small country will not even have the courage to show its eyes to India. Ki",neutral
Dont dream that india will give back limpiyadhura where  they have many  villages with indian citizens. its not going to be solved with table talk alone.,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Dont dream that india will give back limpiyadhura where  they have many  villages with indian citizens. its not going to be solved with table talk alone.,negative
"केईहैन,एकशाथिकाे निम्ति अर्काेशाथीले स्टंटअडीग्निटी तिलाञ्जली।-सुनीताआशल्लाहाकार",NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"No, for one person, another person is trying to stunt dignity. - Sunita Ashallahakar",neutral
जस्ले 35 बर्ष माखो मारेन अहिले आएर पाठ सिकाउन खोज्छ । यिनी हरु लाई त घोटला को बारेमा उठबस गराउन पर्छ बानिया सर,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"Those who did not kill Makho for 35 years now come and try to teach. They should be made aware of the scam, Bania sir",positive
Raja aawdes bchaw jay Nepal gareter nepal kalapani hamro ho,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Raja aawdes bchaw jay nepal gareter nepal kalapani hamro ho,neutral
Rasapa ko sansad tw balen ko bhakta haru po raixa😂,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Rasapa's parliament has become a devotee of two bald people.,negative
Ke jhootho aaroop lgaiaer aafno abaj cahi agaree nai pooriauchh Testo hoonshkdn indiaa le shabile aafno abaj agaree bdhau chh   kre indiaa le aafni cor r baiman bhiaer aroolai cor bnauchh,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Ke jhootho aaroop lgaiaer aafno abaj cahi agaree nai pooriauchh Testo hoonshkdn indiaa le shabile aafno abaj agaree bdhau chh kre indiaa le aafni cor r baiman bhiaer aroolai cor bnauchh,negative
"अहिले बिकास बिरोधिहरुले बालेनले खोके पनि राजिनामा, नबोलेपनी राजिनामा, सत्य बोले पनि राजिनामा, जेगरे पनि राजीनामा मागी रहेका छन्  jungali haru le । यिनिहरुले जसरी पनि सरकारको बिरोध गरेर सरकारलाई कमजोर बनाउन खोजिरहेका छन । किनकि यिनिहरु बालेन सरकारको एकपछि अर्को राम्रो कामबाट आत्तिएका छन । बालेन सरकार आएदेखी यिनिहरुले देश लुट्न पाएका छैनन्  त्यसैले बालेन सरकारको  हरेक राम्रो कामको बिरोध गर्दैछन । अब हामीले जतिसक्दो बालेन शाहको समर्थन गर्नु पर्छ । jungali sakina laka tme dalal hatyara communist haru",KantipurTV,https://www.youtube.com/watch?v=7XaHoexB7rQ,"Now the opponents of development are asking for resignation even if they cough, resign even if they don't speak, resign even if they speak the truth, even if they are demanding resignation jungali haru le. They are trying to weaken the government by opposing the government. Because they are frightened by one good work of Balen government. They have not been able to loot the country since the Balen government came, so they are opposing every good work of the Balen government. Now we have to support Balen Shah as much as possible. jungali sakina laka tme dalal hatyara communist har",positive
"Kamjor 
Gulami
Darpok
Sabai ho nepali.

Ka michyo proof ta holani?
Tyati bolnu milxa?",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"weak 
Slavery
Darpok
Sabai is nepali.

What proof is there?
Tyati bolnu milka?",negative
to think china le nepal ko road milayo and then india ko sabai construction le nepal lai matra duba ko cha. its shameful,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,to think that China took the road to Nepal and then India took construction work to Nepal and then drove it to Nepal. its shameful,negative
त भतुवा होस् मिजि😡😡😡,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Be a moneylender 😡😡😡,neutral
Jay india lekhna bhulexau des drohi pashu,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Jai india lekhna bhulexau des drohi pashu,negative
