comment,channel,video_url,comment_en,sentiment
Dai sandima becheko Kura ni nikalnuparne,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,"When you sell sandima, don't take it out.",neutral
"रबि मुर्दाबाद 
रासपा मुर्दाबाद 
बालेन मुर्दाबाद!!!!!!
नेपाली मान्छे ले इन्डिया को भुमि मिचेका छैनौ!!!!!!

यो इन्डिया अधर्मी हो
यो इन्डिया का नेता अधर्मी हुन!!
कसरि??
नेपाल को नक्सा इन्डिया को सन्सद मा राख्नु लगायो मोदि ले,,अनि भन्च अखण्ड भारतवर्ष!! यो कुटनैतिक प्रयासमा आतन्कारि इन्डिया को अधर्मी चाल बहिस्कार गरौ इन्डिया को , बिरोध गरौ इन्डिया को!!!!
बिस्व मा महान बुद्धि जिबि हरु को ध्यान केन्द्रित रहोस नेपाल को भुमि मा इन्डिया को गिद्धे नजर लाइ तुरुन्तै कारबाही गरियोस्!!!!!!
नेपाल लाइ इन्डिया को भुमि मा लालच छैन तर इन्डिया ले सधै मेरो घर (नेपाल) मा हस्तछेप गरेको छ!
इन्डिया मुर्दाबाद 
इन्डिया मुर्दाबाद 
इन्डिया मुर्दाबाद 
मोदि ले आफ्नो bed room मा uk कि रानि को फोटो राखेर भन्च भोलि त uk कि रानि मोदि की स्वास्नि हुने हो भन्दै मेडिया मार्फत सुचना प्रभा गर्दा के हुन्छ???
हो तेस्तै गरेको हो नेपाल नेपाली को स्वामित्व मा नाङ्गो नाच नचाउने मोदि मुर्दावाद!!!!!
महाभारत काल मा जब विध्वान अधर्म हुदा मौन भएर हो लडाइ,,, हाल वर्तमान मा इन्डियन इन्डिया नै अधर्मी तत्व हरु गुट भएको छ र बिस्व को लडाइ इन्डिया बाट नै हुने हो!!!!!!
यो मेडिया पनि अधर्मी को साथ दिएको मा यो मेडिया पनि मुर्दाबाद!!!!!!
इन्डिया मुर्दाबाद 
इन्डिया मुर्दाबाद 
इन्डिया मुर्दाबाद 
बालेन नेपाल को प्रधानमन्त्री होइन
बालेन आतन्कारि हो
यहि सुचना प्रभा गरेको छ यहि सत्य हो
जय जय जय नेपाल नेपाली",BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"Rabi Murdabad 
RSP Murdabad 
BALAN MURDABAD!!!!!!
Nepali people have not destroyed the land of India!!!!!!

This India is lawless
This leader of India is unrighteous!!
how??
Modi asked to put the map of Nepal in the Parliament of India, and that is a united India!! Boycott India's unrighteous move by terrorists in this diplomatic effort, protest India!!!!
May the attention of the great intellectuals in the world be focused on the vulture gaze of India on the land of Nepal!
India to Nepal",negative
"Sorry dai Suru ma k vannu vo tapai ley sadhai nepal ley India ko vumi micheko Rey Ani feri k Rey ,??",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Sorry dai Suru ma k vannu vo tapai ley sadhai nepal ley India ko vumi micheko Rey Ani feri k Rey ,??",negative
Good Video and yes everyone should criticise government when it's needed otherwise it will be very bad example for Democracy.,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Good Video and yes everyone should criticise government when it's needed otherwise it will be very bad example for Democracy.,negative
Hijoko din samma chai balen shah ji le gareka harek action ko support gardai aayepani hijo ko Tyo statement prati chai mero pani ghor aapatti xa. Yo galti vayekai ho ra yesko aatmaalochanaa gari PM le janata ra bishwa samudaya samakshya galati ko maafinaamaa pesh garnai parxa. Kaam garne maanxe batai galati hune ho. Aafnu galti lukaaunu maa vandaa galti mahasus gari sachchiyera aghi badhdaa sabaiko saath milnexa. Ahile samma Balen ji tapai prati bishwas gumisakeko xaina ra ajhai pani desh ko kayakalap pariwartan hunexa vanne aash yathaawat nai xa. Kehi kura ego maa nalikana sujhaaw anusaar aghi badhnu hola. Tapaiko ra sampurna desh ko jay hos.,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Hijoko din samma chai balen shah ji le gareka harek action ko support gardai aayepani hijo ko Tyo statement prati chai mero pani ghor aapatti xa. Yo galti vayekai ho ra yesko aatmaalochanaa gari PM le janata ra bishwa samudaya samakshya galati ko maafinaamaa pesh garnai parxa. Kaam garne maanxe batai galati hune ho. Aafnu galti lukaaunu maa vandaa galti mahasus gari sachchiyera aghi badhdaa sabaiko saath milnexa. Ahile samma Balen ji tapai prati bishwas gumisakeko xaina ra ajhai pani desh ko kay,negative
"Typing the hate of india 🤬😡🇮🇳🤡
👇🏻",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Typing the hate of india 🤬😡🇮🇳🤡
👇🏻",neutral
Pramaad bhayera bolako hola..it’s very diplomatic.,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Pramaad bhayera bolako hola..it's very diplomatic.,positive
Yo you tuber haru le jhan Aago ma Gheu thapne kam garxan,KhojSamachar,https://www.youtube.com/watch?v=COGGc-UvlaI,Yo you tuber har le life aago ma wheat padne kam rakshan,neutral
"नैतिकताको आधारमा बालेन शाहले तुरुन्त प्रधानमन्त्री पदबाट राजीनामा दिनुपर्छ। देशको सर्वोच्च पदमा बसेर यस्तो आत्मघाती अभिव्यक्ति दिनु भनेको राष्ट्रिय हितको ठाडो बेइमानी हो। काठमाडौंको मेयरको शैलीमा देश चलाउन खोज्नु घातक साबित भइरहेको छ। 

यो मुद्दामा अब सत्ता पक्ष र प्रतिपक्ष भनेर विभाजित हुने होइन। सबै राजनीतिक दल, नागरिक समाज र राष्ट्रवादी शक्तिहरू एउटै ठाउँमा उभिनुनै पर्छ। सीमा राष्ट्रघातको विषयमा कुनै सम्झौता हुन सक्दैन।",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Balen Shah should immediately resign from the post of Prime Minister on the basis of ethics. Sitting in the highest office of the country and giving such a suicidal expression is a blatant dishonesty of the national interest. Trying to run the country in the style of the mayor of Kathmandu is proving fatal. 

This issue will no longer be divided into power and opposition. All political parties, civil society and nationalist forces must stand together. There can be no agreement on the issue of border treason.",negative
"प्रधानमन्त्री चिप्लिनुभन्दा पनि अब त्यसलाई पुष्टि गर्न भारतमात्रै होइन, हाम्रै नेपालीहरू पनि कम्मर कसेर लाग्ने डर ठूलो छ ! 
लाखौँ नेपालीले भारतीय पत्रपत्रिकामा गरिएका दाबी र समाचार शेयर गर्दै नेपालले भारतको सीमा मिचेको कुरा सत्य हो भन्ने साबित गर्ने सम्भावना छ । जति ठूलो स्वर, त्यति ठूलो सत्य बन्छ । प्रधानमन्त्रीलाई सही साबित गर्ने होडमा अर्को गल्ती नगरौँ !

सत्य के हो भने प्रधानमन्त्रीबाट सार्वभौम सदनमा दर्ज भएको त्यो स्वीकारोक्ति कूटनैतिक दृष्टिले एकदम अपरिपक्व र घातक छ । कुनै दबाबबिना स्व:स्फुर्त रूपले भारतको सीमा मिचेको नेपालले स्वीकार गरेको छ । जबकि यत्रतत्र भारतबाट मिचिएको सीमाबारे भारतले सधैँ अस्वीकार गर्दै आएको छ ।

सीमाविवाद हुनु, मिचिनु, अतिक्रमित हुनु एउटा कुरा हो । औपचारिक रूपले स्वीकार गर्नु फरक कुरा हो । त्यो पनि भारतले समेत सार्वजनिक दाबी गर्न नसकेको विषयमा हामीले नै यत्तिकै स्वीकार गर्नु कस्तो होला ! 

हो खुला सीमामा नागरिक स्तरमा समेत केही भूमि दुबै तर्फबाट अतिक्रमित भएका होलान् ! केही गज या केही बिगाहा त्यो जमीन 'देशले मिचेको' होइन । तर कालापानीजस्ता क्षेत्र नागरिक स्तरको अतिक्रमण होइन, भारतले नै मिचेको हो ! नागरिक अतिक्रमण र राजनैतिक अतिक्रमण फरक कुरा हुन् । 

नागरिक स्तरमा मिचिएको सीमा द्विपक्षीय समितिहरूले सुधार गर्दै आएका पनि छन् ! कैयौँ सीमास्तम्भ हेरफेर या नवीकरण भएको छ । कैयौँ स्थानीय सीमाविवाद हल भइसकेका छन् । तर नेपालको मुख्य समस्या राजनैतिक तहकै अतिक्रमण हो । 

अब अन्तर्राष्ट्रिय नजरमा के देखिने भयो भने, नेपालको सीमा मिचिएको कुरा दाबीमात्रै हो ! तर नेपालले सीमा मिचेको चाहिँ सत्य हो ! अझ नक्सा नै बढाएर उपभोग नै नगरेको भूमिसमेत मिचेको दाबी भारतले सजिलै गर्न पाउने देखियो । 

यो गल्तीलाई स्वीकार गरौँ । यसलाई सत्य साबित गर्न नलागौँ । डोनाल्ड ट्रम्प शक्तिशाली देशका राष्ट्रपति हुन् । उनको अत्यन्त गैरजिम्मेबार र शून्य-कूटनैतिक भाषा पनि पाच्य हुन्छ तर हामी त्यो ठाउँमा छैनौँ । हामी अत्यन्त सावधान र सचेत भएर बोल्न र चल्न पर्छ । 

सीमामुद्दाहरू संसदबाट हल भएका इतिहास नगण्य छन् । अझ त्यसलाई नागरिक बहसको विषय बनाएर कहिल्यै हल निस्किन्न ! यो द्विपक्षीय या आवश्यकता अनुसार अन्तर्राष्ट्रिय कूटनीति र सघन संवादबाटै हल हुने हो । द्विपक्षीय सम्बन्ध बिगारेर होइन, सुधारेरमात्रै यस्तो समस्या हल हुन्छ । सरकारले यस विषयमा संवेदनशील भएर, विज्ञहरूको राय र सहयोग लिएर अघि बढ्न जरूरी हुन्छ । विपक्षीहरूले पनि यसलाई राजनैतिक हल्ला नबनाई सरकारलाई सिर्जनात्मक सहयोग गर्नु आवश्यक हुन्छ । यत्रो वर्ष हल नभएको मुद्दा नयाँ सरकार आउनेबित्तिकै दुई महिनामैँ जबाफ खोज्नु पनि एउटा गल्ती हो । चुच्चे नक्सा पनि आफैमा समाधान थिएन । त्यसलाई सीमामैँ लागू गर्नु समाधान हो, जुन कुरा सजिलो नभएकैले तीनवटै दलले गर्न नसकेको सत्य हो । 

यो बदनियतवश आएको अभिव्यक्ति पक्कै होइन ! मानवीय गल्ती र अपरिपक्वताको परिणाम हो यो । मान्छेबाट गल्ती हुन्छ । प्रम पनि मान्छे नै हुन् । सरकारले नै यसलाई कूटनैतिक व्याख्या र अवतरण गरोस् । ड्यामेज कन्ट्रोलको उपाय गरोस् । प्रधानमन्त्रीले गल्ती स्वीकार गरेर यो हल्लालाई शान्त गर्ने प्रयास गरून् । प्रतिपक्षीले पनि यस्तो संवेदनशील मुद्दामा राजनीति गर्नुभन्दा समाधान र सेफल्याण्डिंग के हो त्यो विचार गरोस् । जति चर्को वादविवाद र बहस हुन्छ, त्यति नै ड्यामेज हुन्छ । यो राजनैतिक जीतहारको विषय होइन ।",IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,"The fear is that not only India, but also our Nepalese will tighten their belts to confirm the Prime Minister's slippage! 
There is a possibility that millions of Nepalis will share the claims and news made in Indian newspapers and prove that it is true that Nepal has crossed India's border. The louder the voice, the louder the truth. Let's not make another mistake in the bid to prove the Prime Minister right!

The truth is that the confession recorded by the Prime Minister in the Sovereign House is very immature and fatal from a diplomatic point of view. Self-cleaning without pressure",negative
के बुझियो भने नापी नक्सा नभैन्जल अरुको खेत बारी मा गएर घर बनाएर जिबन भर बस्दा पनि उपभोग गर्दा पनि सिमा मिचेको भन्न नपाइने रैछ तर बोडर क्रस चाही भन्दो रैछ 😁,IDSMediaNetwork,https://www.youtube.com/watch?v=U2jbDkyGWx4,"If you understand, even if you go to someone else's farm and build a house and live there for the rest of your life, even if you consume it, you cannot say that you have crossed the border, but you have to cross the border.",positive
Yo padma aaumai k bolakaki alikati bujhnu parxa eh aaimai vana ta mukha xodna man theyo ab astri xodhnu ne milana ini jhola haru aaha aayara khub thulo thulo kura garaxan aahil samn k gari basa theya jhola haru aaha aayara,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,Yo padma aaumai k bolakaki alikati bujhnu parxa eh aaimai vana ta mukha xodna man theyyo ab astri xodhnu ne milana ini jhola haru aaha aayara khub thulo thulo kura garaxan aahil samn k gari basa theya jhola haru aaha aayara,neutral
हनुमान हरुले गलत बोल्दा पनि ताली ठोक्नु भ्याए देश भन्दा घण्टी ठुलो मान्ने हरु ले देश को लागि के पो आश राख्नु खोइ 5 बर्ष एतिकै सकाउने भए खराने हरुले😂,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,"If Hanuman claps even when he speaks wrongly, those who believe that the bell is bigger than the country, what hope do they have for the country, if they can do it for 5 years, they will scratch it.",negative
Balen mistake 😅,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,Bummer mistake 😅,negative
you cupturing our land and you taking about it don't forget we will recapture all the land you cupture,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,you cupturing our land and you taking about it don't forget we will recapture all the land you cupture,positive
Michekoi hola bithai boldaina hau pahilako jasto chor neta hoina ni Aile ko le,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,Michekoi hola bithai boldaina hau pahilako jasto chor neta hoina ni Aile ko le,positive
Yo galat bole pm le nepal le kahi katai pani indiako jagga micheko xin chetaya bhaya,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Yo wrong says PM is trying to sleep with Indians in Nepal,negative
It's time to pressure balen shah if we want good governance hamro  bhawana mathi khelbad nagariyos hapta ko 1 choti vayani sadan aaunaparyo atti bata atyachar ma najawos hype payera jitey jasto huna thalisakyo aba tw aayera lil grizzle lai jasto rebuttal hannuparyo .,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,It's time to pressure balen shah if we want good governance hamro bhawana mathi khelbad nagariyos hapta ko 1 choti vayani sadan aaunaparyo atti bata atyachar ma najawos hype paidera jitey jasto huna thalisakyo aba tw aayera lil grizzle lai jasto rebuttal hannuparyo .,negative
"Unnecessary dispute by both India and Nepal, instead of dialogue and mutual meeting, they are just creating their own mess, better fence the border with Nepal and revoke article 7 of India Nepal friendship treaty that allows nepali citizens stay anywhere in India.",TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,"Unnecessary dispute by both India and Nepal, instead of dialogue and mutual meeting, they are just creating their own mess, better fence the border with Nepal and revoke article 7 of India Nepal friendship treaty that allows nepali citizens stay anywhere in India.",negative
TV today Pani GODI media nai rahex vanne pakka vayo,TVTodayHD,https://www.youtube.com/watch?v=QZy_b9XNFfo,TV today Pani GODI media nai rahex vanne pakka vayo,neutral
निजी बिधालय का अभिभावक लाई पेलेर समयता को कुरो उठाएर कर उठाउने सरकार को तर्क हास्यास्पद छ। सरकारको दायित्व हो समयता को ब्यवस्था कसरी गर्ने भन्ने । न कि जनताकै अनैतिक कर ओसुलेर।,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,The argument of the government to raise tax by paying the parents of private schools is ridiculous. It is the government's responsibility to decide how to manage the timing. Not by collecting unethical taxes from the people.,neutral
Mr pm balean must proof where nepal has been taken indiean lion.either pm blean must proof other wise he Mr balean tealiyea has no authority to stay pm of nepal .Quick must arrest to the balean sha.due toindiean.,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,Mr pm balean must proof where nepal has been taken indiean lion.either pm blean must proof other wise he Mr balean tealiyea has no authority to stay pm of nepal .Quick must arrest to the balean sha.due toindiean.,negative
But nepal is hindus will you fight against hindus,TheNepaliComment,https://www.youtube.com/watch?v=ryhQNybiElQ,But nepal is hindus will you fight against hindus,neutral
War huncha border ko subject ma kura bado vane 😅,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,War has raised the border but still there is no subject 😅,negative
😂😂😂 Bruh,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,😂😂😂 Bruh,neutral
भोट हुनु भन्दा पहिले एउटा ईन्डीयन को भिडियो हेरेको  थिए । प्यारा भाई बेहेनो केपी ओलीले त भ्रष्टाचार मात्रै गरयो रास्वपाले त देशै बेच्छ भोट नदिनु होला भनेर। साच्चै हो कि क्या हो,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,"Before voting, he watched a video of an Indian. Dear brother Beheno, KP Oli only did corruption and RSVP is selling the country so that you don't vote. What is it really?",negative
हामी तपाईँले पद जोगाउने आफूले गल्ती गरेको जोगाउने स्वार्थको आफ्नो स्वार्थको कानुनमा सार्वजनिक गराउनमा राखेर सर्वजनिक गरुम बुद्धिजीवी सरकारहरू माननीय ज्यूहरू किचलना निकाली राख समय अहिले डाँडा काटिसक्यो। केको लागि हाम्रो नेपालमा चाहिँ यस्तो गरिराखेको भनिराखेको।,InsideNepalNews,https://www.youtube.com/watch?v=JJpkqAM-uf0,"We want you to protect your position, to protect your own interests, to protect your own selfishness, to make it public in the law. Why are you saying that we are doing this in Nepal?",negative
"सीमा बिबाद र  सिमा मिचेको कुरो एकदम अलग कुरा हो नेपालले सिमा मिचेको कुरो होइन, तर इन्डियाले चाहि नेपालको  भुमि  मिचेको हो।",BBCNewsNepali,https://www.youtube.com/watch?v=c9X8FaPruKI,"Border dispute and border crossing are two different things. It is not that Nepal has crossed the border, but India has crossed the territory of Nepal.",negative
We are creating new wave of Jholes in Nepal & This whole lot is even more dangerous 😅 Even MP like Bablu Gupta is trying hard to prove it,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,We are creating new wave of Jholes in Nepal & This whole lot is even more dangerous 😅 Even MP like Bablu Gupta is trying hard to prove it,negative
Balen Le vaneko nai tehi ho,TankaDahal,https://www.youtube.com/watch?v=FqyGil9SZ9g,Balen Le vaneko nai tehi ho,negative
बालेन सर झुट बोल्न बन्द गर्नुस हाम्रो नेपाल आमा अस्मिता ईज्जत कालापानी लिपुलेक लिपियाधुरा सुस्ता अरु 72 ठाँउ को नेपाल भुमी जमिन जबर्जस्ती मिच्ने सदै नेपाल माथी दादागिरी अतेचार अन्याय जुल्म गर्ने दुश्मन ईन्डिया मोदि चोर बेइमान कडा बिरोध बहिष्कार गर्न जरुरी छ पर्छ  हाम्रो नेपाल को सबै भुमी जमिन फिर्ता लिन जरुरी छ पर्छ जय नेपाल आमा❤❤❤❤❤❤,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,"Balen sir, stop telling lies. Our mother Nepal, Asmita, Izzat, Kalapani, Lipulek, Lipiyadhura, Susta, and other 72 places of Nepal, are forcibly eradicating the land of Nepal.",negative
"Lol found you here too . only if u put this much effort in job. 

Anyway, not saying you are totally incorrect but could you give me some reason for u to believe he is congress funded",WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,"Lol found you here too . only if u put this much effort in job. 

Anyway, not saying you are totally incorrect but could you give me some reason for u to believe he is congress funded",neutral
योसम्बिधान्लेकेदियोत लुट्नचोर्न देसकोनदिनालाबेच्न तेहिदियोहैनर,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,yosambidhanlekediot lutnachorn deskondinalabechan tehidyohaner,negative
बोल्ने ढंग र तरिका छैन र त संसद् मा  उपस्थिति हुने रैन छ त,News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,There is no style and manner of speaking and there is no presence in the parliament,negative
"Anyone reading my comments 
Lets everyone starting msg  our honerable home minister Sudan gurung
Investigate the case of NIRMALA PANT
LETS DO IT TOGETHER",WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,"Anyone reading my comments 
Lets everyone starting msg  our honerable home minister Sudan gurung
Investigate the case of NIRMALA PANT
LETS DO IT TOGETHER",neutral
"Use your brain idiots . तपाईहरूलाई के लाग्छ  बालेन आफुले आफ्नो टाउकोमा पानीको बाल्टी खन्याउने मूर्ख हो? मलाई त यस्तो पट्टकै लागेन। He is goddamn genius. बालेनको एक कुटनैतिक चालले भारतमा तहल्का मच्चियो। बिरोधको लागी बिरोध गर्ने  नेपाली मिडिया, राजनैतिक दल र तिनका झोलेहरु र यि स्वघोषित सिमा बिधहरुमा बालेनको कुटनैतिक चाल बिझ्ने औकत छैन। भारतिया मिडियाहरुमा आवाज नउठेसम्म लिपुलेक र कालापनी बारे जस्ले जति हात उफ्रेर कराए पनि भारतले बाल दिने वाला थिएन तर अहिले अवस्था फरक भयो। बालेनको एक चालले चिन र ब्रिटेन मुछेर क्षेत्रीय बहसलाई अन्तर्राष्ट्रिय संवादमा परिणत गरे। आब लिपुलेक र कालापनी नेपालको नक्सामा फर्कन्छ।",NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,"Use your brain idiots. Do you think Balen is a fool to pour a bucket of water on his head? I didn't think so at all. He is a goddamn genius. A diplomatic move by Balen caused a stir in India. Nepali media, political parties and their supporters who are protesting for the sake of protest, and Balen's diplomatic moves in these self-proclaimed border issues, have no way of stopping. India was not going to give up no matter how many people raised their hands about Lipulekh and Kalapani until the Indian media raised their voice, but now the situation is different. A move from Balen's Chin and Br",positive
@ombaidya4724 brother get out of ig and fb university asap🤣,WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,@ombaidya4724 brother get out of ig and fb university asap🤣,neutral
"Fuck fascism. I couldn't care less about limpiyadhura or lipulekh shit. for all i care india can take half of nepal if it means better lives of people. It's should never be about saving Nepal, rather it must be about saving Nepalese.",WhySoOffended,https://www.youtube.com/watch?v=QeLbM6LdLBA,"Fuck fascism. I couldn't care less about limpiyadhura or lipulekh shit. for all i care india can take half of nepal if it means better lives of people. It's should never be about saving Nepal, rather it must be about saving Nepalese.",neutral
"जय  घण्टी,   अब    हरूवा  दलहरु   फेरि   रुन  थाले ....  राष्ट्र   पिता  पृथ्वीनारायण   शाह्को  जय  जय  जय",News24Nepal,https://www.youtube.com/watch?v=ZuMOJjCsthA,"Jai bell, now the parties started crying again.... Jai Jai Jai to the father of the nation Prithvi Narayan Shah",positive
Ktm regular,Samacharpati,https://www.youtube.com/watch?v=eTb8SyZun1M,Ktm regular,neutral
Yastei ho sathiharu  raype tape deshko pm bane paxi.ajha herdai Janus k k  garchhan yinihru,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,Yastei ho satiharu raype tape deshko pm bane paxi.ajha herdai Janus k k garchhan yinihru,negative
चोरले अरूलाई नसिकाउँदा बेस,NewsInNepal,https://www.youtube.com/watch?v=PS7elNlcdHg,It is better if the thief does not teach others,neutral
No one point kura,GSMediaNetwork,https://www.youtube.com/watch?v=YcBSKgWFGXA,No one point kura,neutral
yesle nepali lai india ko gulam banayera xodxa yedi aafno janta ko maya bhaye tyo bichara sukumbasi harulai bina bebastha pan gari testo atyechar gardaina thiyo hola ma sukumbashi ta hoina tara pani malai aba yesto lagna thalisake xa ki balen ko attidude ra nidarta ko paxadi pakkai pani kunai thulo support xa kunai samjhauta xa desh ko surcha aba hamro hath ma xa aba yo herna baki xa tapai k garnu hunxa ta????,KhojSamachar,https://www.youtube.com/watch?v=45rp5GC0tcQ,yesle nepali lai india ko gulam banayera xodxa yedi aafno janta ko maya bhaye tyo bichara sukumbasi harulai bina bebastha pan gari testo atyechar gardaina thiyo hola ma sukumbashi ta hoina tara pani malai aba yesto lagna thalisake xa ki balen ko attidude ra nidarta ko paxadi pakkai pani kunai thulo support xa kunai samjhauta xa desh ko surcha aba hamro hath ma xa aba yo herna baki xa tapai k garnu hunxa ta????,negative
प्रधानमन्त्री को बिरोध को बहस मात्र देखियो,Kछ Nepal,https://www.youtube.com/watch?v=Kp2sVewoQWA,Only the debate against the Prime Minister was seen,neutral
